509.25;7.970465018;8880.83478598;5.58E-10;0.727683768;0.0;7.0
507.7;5.751337399;4678.76450825;1.00E+10;1.0;0.0;8.0
515.571155804;6.727644976;6296.57910812;1.00E+10;1.0;0.0;8.0
511.052144219;6.180546906;6315.87507636;1.00E+10;1.0;0.0;8.0
509.25;nan;nan;5.58E-10;0.727683768;0.0;7.0
510.812539138;8.166257306;8951.67538253;5.58E-10;0.727683768;0.0;7.0
509.65625;7.994890546;8880.83478598;5.58E-10;0.727683768;0.0;7.0
524.672247493;7.631933812;6038.62248015;1.00E+10;1.0;0.0;8.0
509.9765625;8.03341021;8877.61475886;5.58E-10;0.727683768;0.0;7.0
527.965569611;10.137278529;8409.10081348;5.58E-10;0.727683768;0.0;7.0
509.25;7.970465018;8880.83478598;5.58E-10;0.727683768;0.0;7.0
510.217737571;8.066795191;8877.61475886;5.58E-10;0.727683768;0.0;7.0
512.687258782;8.382173405;8843.80447414;5.58E-10;0.727683768;0.0;7.0
521.536094776;6.712020528;5129.68081857;1.00E+10;1.0;0.0;8.0
538.396316019;10.883564589;7939.95738912;9.87E-10;2.559817524;0.0;7.0
538.396316019;10.883564589;7939.95738912;9.73E-10;3.289204854;0.0;7.0
538.396316019;10.883564589;7939.95738912;4.91E-10;6.258658837;0.0;7.0
538.396316019;10.883564589;7939.95738912;8.92E-10;2.76220857;0.0;7.0
538.396316019;10.883564589;7939.95738912;8.92E-10;2.76220857;0.0;7.0
nan;nan;nan;1.00E-10;0.01;0.0;7.0
517.598303104;7.120666271;5592.01691523;3.00E-10;0.1;0.0;7.0
517.598303104;7.120666271;5592.01691523;3.00E-10;0.1;0.0;7.0
516.397155279;7.146990867;5656.25605268;3.00E-10;0.404081633;0.0;7.0
515.354705938;7.180539472;5812.035961;3.00E-10;0.708163265;0.0;7.0
514.337798143;7.232350737;5969.42184776;3.00E-10;1.012244898;0.0;7.0
513.724193762;7.300973053;6149.29143263;3.00E-10;1.316326531;0.0;7.0
513.324280936;7.397316577;6448.00342178;3.00E-10;1.620408163;0.0;7.0
513.278655682;7.536126685;6949.06869391;3.00E-10;1.924489796;0.0;7.0
513.802038786;7.735859872;7514.37310349;3.00E-10;2.228571429;0.0;7.0
514.595538214;7.972213276;7806.6611789;3.00E-10;2.532653061;0.0;7.0
515.567516918;8.229695254;7997.77261282;3.00E-10;2.836734694;0.0;7.0
516.656926351;8.506081943;8221.00361547;3.00E-10;3.140816327;0.0;7.0
517.943707935;8.800058449;8370.35961005;3.00E-10;3.444897959;0.0;7.0
519.395736217;9.119371838;8551.83517335;3.00E-10;3.748979592;0.0;7.0
521.024407456;9.467409862;8742.94660727;3.00E-10;4.053061224;0.0;7.0
522.93911473;9.847265466;8967.78358835;3.00E-10;4.357142857;0.0;7.0
525.032199053;10.264109595;9202.25644005;3.00E-10;4.66122449;0.0;7.0
527.442638653;10.721697297;9441.54722706;3.00E-10;4.965306122;0.0;7.0
530.047317438;11.219519802;9677.6260572;3.00E-10;5.269387755;0.0;7.0
532.77007015;11.758784945;9916.91684421;3.00E-10;5.573469388;0.0;7.0
536.050442348;12.334877189;10138.5418684;3.00E-10;5.87755102;0.0;7.0
517.598303104;7.120666271;5592.01691523;3.00E-10;0.1;0.0;7.0
517.598303104;7.120666271;5592.01691523;3.00E-10;0.1;0.0;7.0
516.397155279;7.146990867;5656.25605268;3.00E-10;0.404081633;0.0;7.0
515.354705938;7.180539472;5812.035961;3.00E-10;0.708163265;0.0;7.0
514.337798143;7.232350737;5969.42184776;3.00E-10;1.012244898;0.0;7.0
513.724193762;7.300973053;6149.29143263;3.00E-10;1.316326531;0.0;7.0
513.324280936;7.397316577;6448.00342178;3.00E-10;1.620408163;0.0;7.0
513.278655682;7.536126685;6949.06869391;3.00E-10;1.924489796;0.0;7.0
513.802038786;7.735859872;7514.37310349;3.00E-10;2.228571429;0.0;7.0
514.595538214;7.972213276;7806.6611789;3.00E-10;2.532653061;0.0;7.0
515.567516918;8.229695254;7997.77261282;3.00E-10;2.836734694;0.0;7.0
516.656926351;8.506081943;8221.00361547;3.00E-10;3.140816327;0.0;7.0
517.943707935;8.800058449;8370.35961005;3.00E-10;3.444897959;0.0;7.0
519.395736217;9.119371838;8551.83517335;3.00E-10;3.748979592;0.0;7.0
521.024407456;9.467409862;8742.94660727;3.00E-10;4.053061224;0.0;7.0
522.93911473;9.847265466;8967.78358835;3.00E-10;4.357142857;0.0;7.0
525.032199053;10.264109595;9202.25644005;3.00E-10;4.66122449;0.0;7.0
527.442638653;10.721697297;9441.54722706;3.00E-10;4.965306122;0.0;7.0
530.047317438;11.219519802;9677.6260572;3.00E-10;5.269387755;0.0;7.0
532.77007015;11.758784945;9916.91684421;3.00E-10;5.573469388;0.0;7.0
536.050442348;12.334877189;10138.5418684;3.00E-10;5.87755102;0.0;7.0
539.270452349;12.940844352;10326.4413455;3.00E-10;6.181632653;0.0;7.0
542.690009197;13.57288014;10498.2810382;3.00E-10;6.485714286;0.0;7.0
546.02508728;14.219963118;10654.0609465;3.00E-10;6.789795918;0.0;7.0
549.709294521;14.880594454;10795.3870489;3.00E-10;7.093877551;0.0;7.0
553.30906428;15.545008096;10894.9577119;3.00E-10;7.397959184;0.0;7.0
556.860130208;16.206478505;10988.1044612;3.00E-10;7.702040816;0.0;7.0
560.438389878;16.87315226;11119.794693;3.00E-10;8.006122449;0.0;7.0
563.934150136;17.523745349;11132.6425205;3.00E-10;8.310204082;0.0;7.0
567.554343288;18.177646904;11143.8843696;3.00E-10;8.614285714;0.0;7.0
570.909946596;18.808468609;11227.3952482;3.00E-10;8.918367347;0.0;7.0
574.430679816;19.435095633;11272.3626445;3.00E-10;9.22244898;0.0;7.0
577.856474349;20.052421799;11301.2702563;3.00E-10;9.526530612;0.0;7.0
581.164148601;20.657813498;11312.5121054;3.00E-10;9.830612245;0.0;7.0
584.459849656;21.245215311;11349.4496094;3.00E-10;10.134693878;0.0;7.0
587.623967387;21.824754357;11375.1452644;3.00E-10;10.43877551;0.0;7.0
517.598303104;7.120666271;5592.01691523;3.00E-10;0.1;0.0;7.0
517.598303104;7.120666271;5592.01691523;3.00E-10;0.1;0.0;7.0
516.788547328;7.133995124;5654.65007425;3.00E-10;0.302040816;0.0;7.0
516.002713873;7.153669308;5726.91910388;3.00E-10;0.504081633;0.0;7.0
515.358330168;7.179951666;5810.42998257;3.00E-10;0.706122449;0.0;7.0
514.722080111;7.210675761;5900.364775;3.00E-10;0.908163265;0.0;7.0
514.170757071;7.249447312;6028.84304991;3.00E-10;1.110204082;0.0;7.0
513.725514846;7.299201576;6152.5033895;3.00E-10;1.312244898;0.0;7.0
513.382472909;7.361311072;6300.25340564;3.00E-10;1.514285714;0.0;7.0
513.265477621;7.435204898;6562.02789076;3.00E-10;1.716326531;0.0;7.0
513.276094203;7.532988897;6933.00890955;3.00E-10;1.918367347;0.0;7.0
513.558542271;7.661365774;7397.13667764;3.00E-10;2.120408163;0.0;7.0
514.040730331;7.808254041;7618.76170185;3.00E-10;2.32244898;0.0;7.0
514.586293367;7.967579359;7776.14758861;3.00E-10;2.524489796;0.0;7.0
515.160253215;8.135259494;7923.89760475;3.00E-10;2.726530612;0.0;7.0
515.890330084;8.312017553;8066.82968558;3.00E-10;2.928571429;0.0;7.0
516.609776219;8.492353069;8171.21828394;3.00E-10;3.130612245;0.0;7.0
517.463694899;8.689117215;8265.97101169;3.00E-10;3.332653061;0.0;7.0
518.336868412;8.891153863;8412.11504939;3.00E-10;3.534693878;0.0;7.0
519.267958094;9.103059227;8537.38136742;3.00E-10;3.736734694;0.0;7.0
520.410906274;9.334585735;8707.61508167;3.00E-10;3.93877551;0.0;7.0
521.594412525;9.574943999;8866.60694687;3.00E-10;4.140816327;0.0;7.0
522.834247448;9.82805959;8959.75369617;3.00E-10;4.342857143;0.0;7.0
524.193028048;10.09960643;9115.53360449;3.00E-10;4.544897959;0.0;7.0
525.701685305;10.389959811;9274.52546969;3.00E-10;4.746938776;0.0;7.0
527.271659513;10.695485068;9431.91135645;3.00E-10;4.948979592;0.0;7.0
529.019156224;11.021240454;9592.50920008;3.00E-10;5.151020408;0.0;7.0
530.842492442;11.36367303;9749.89508684;3.00E-10;5.353061224;0.0;7.0
532.759348546;11.723758207;9905.67499516;3.00E-10;5.555102041;0.0;7.0
534.767814332;12.102768607;10035.7592485;3.00E-10;5.757142857;0.0;7.0
536.853553052;12.492369836;10185.1152431;3.00E-10;5.959183673;0.0;7.0
539.071212799;12.90043854;10321.6234102;3.00E-10;6.16122449;0.0;7.0
541.272059065;13.313767899;10426.0120085;3.00E-10;6.363265306;0.0;7.0
543.574887777;13.74096902;10530.4006069;3.00E-10;6.565306122;0.0;7.0
545.923059578;14.173703326;10649.2430112;3.00E-10;6.767346939;0.0;7.0
548.272656682;14.609614705;10732.7538899;3.00E-10;6.969387755;0.0;7.0
550.624893463;15.048707047;10814.6587901;3.00E-10;7.171428571;0.0;7.0
553.014044173;15.489813132;10890.1397766;3.00E-10;7.373469388;0.0;7.0
555.385785952;15.932366122;10955.9848925;3.00E-10;7.575510204;0.0;7.0
557.753930533;16.373213751;11004.1642456;3.00E-10;7.77755102;0.0;7.0
560.147319852;16.814022924;11058.7675124;3.00E-10;7.979591837;0.0;7.0
562.434189301;17.253284739;11127.8245852;3.00E-10;8.181632653;0.0;7.0
564.881834339;17.687975873;11139.0664342;3.00E-10;8.383673469;0.0;7.0
567.209595667;18.117106678;11145.490348;3.00E-10;8.585714286;0.0;7.0
569.543579537;18.538118529;11216.1533992;3.00E-10;8.787755102;0.0;7.0
571.829175653;18.959468293;11256.3028601;3.00E-10;8.989795918;0.0;7.0
574.132327332;19.378962717;11290.0284073;3.00E-10;9.191836735;0.0;7.0
576.309030521;19.785187084;11293.2403641;3.00E-10;9.393877551;0.0;7.0
578.597324923;20.190797383;11306.0881916;3.00E-10;9.595918367;0.0;7.0
580.827492318;20.593208069;11314.1180838;3.00E-10;9.797959184;0.0;7.0
583.020374659;20.987069782;11325.3599329;3.00E-10;10.0;0.0;7.0
